property_id,url,property_type,price,number_of_bedrooms,municipality_url,livable_surface,vat,number_of_bathrooms,elevator,type_of_heating,state_of_the_property,specific_primary_energy_consumption,number_of_toilets,number_of_facades,flooding_area_type,furnished,availability,currently_leased,certification_electrical_installation,running_water,build_year,total_land_surface,cadastral_income,type_of_glazing,floor_of_appartment,garage,preemption_right,orientation_of_the_front_facade,epc_peb_reference,attic,surface_of_living_room,gas,surface_terrace,access_for_disabled,urbanism_affectation,number_of_parking_places_outdoor_,frontage_width,validity_date_epc_peb,number_of_floors,surface_garden,kitchen_equipment,sewer_connection,surface_kitchen,kitchen_type,surface_bedroom_1,ground_depth,surface_bedroom_2,the_property_and_or_its_surroundings_are_protected_,swimming_pool,alarm,building_permission_granted,surface_bedroom_3,cellar,yearly_total_primary_energy_consumption,buildable_surface,terrain_width_at_the_roadside,number_of_garages,planning_permission_granted,balcony,postal_code,municipality,air_conditioning,g_score,p_score,surface_bedroom_4,water_sensitive_open_space_areas,certification_as_build_,garden_orientation,number_of_parking_spaces_indoor_,rain_water_tank,demarcated_flooding_area,co2_emission,number_of_showers,wash_room,entry_phone,surface_of_the_cellar_s_,fireplace,vat_applied_,certification_electrical_installation_validity,solar_panels,floor_heating,opportunity_for_professional,total_surface,adaptations_for_elderlies,level_e,level_k,garden,terrace,609af22983804603bea6649c89f568ac_pdf,3db7d3c8c5b0480fbe5874334949d458_pdf,61b91a4b75064bec8e90edc245196cae_pdf,0aa4be20656b4c69943fca725b87c92c_jpg,4316af2f60b841a6be640faa59e71f6e_jpg,certification_gasoil_tank,327d87d3989f41d8aa4d1a93f8e28b96_pdf,bf93099045124c7aac67041293f89dd4_pdf,b9ccbcc6a522446085f7b2eb40d1acbe_pdf,55900e2f20d8400d84006a1e784eb1ea_png,aba_44025b030100m000_20250510243_pdf,vgi_uittreksel_2025_06_10_10_35_07z_pdf,vip_00529271_pdf,sbestattest_oude_heirbaan_125_9800_deinze_pdf,certificaat_20201112_0002338682_res_1_pdf
VBD47646,https://immovlan.be/en/detail/apartment/for-sale/5000/namur/vbd47646,apartment,210000.0,1.0,namur,91.0,0.0,1.0,0.0,Gas,Normal,383.0,1.0,2.0,no flooding area,,,1.0,,1.0,1930.0,,,Double glass,0.0,,,,,,,1.0,,0.0,,,,14/10/2035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RBU63267,https://immovlan.be/en/detail/apartment/for-sale/9400/ninove/rbu63267,apartment,279000.0,2.0,ninove,120.0,0.0,1.0,0.0,,Normal,188.0,,,,0.0,On contract,,"yes, certificate in accordance",1.0,1968.0,,769.0,,1.0,,0.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RBU63273,https://immovlan.be/en/detail/apartment/for-sale/9300/aalst/rbu63273,apartment,198000.0,2.0,aalst,80.0,0.0,1.0,1.0,,Excellent,197.0,1.0,,,0.0,Immediately,0.0,"yes, certificate in accordance",1.0,,,745.0,Double glass,1.0,1.0,0.0,,20191217-0002229626-RES-1,,,1.0,10.0,0.0,"Residential zone (residential, urban)",,,,,,,,,,,,,0.0,,0.0,,,,,,,,,1.0,,,0.0,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RBU63280,https://immovlan.be/en/detail/apartment/for-sale/3001/heverlee/rbu63280,apartment,663000.0,4.0,heverlee,144.0,0.0,1.0,1.0,Gas,Normal,100.0,3.0,2.0,no flooding area,0.0,On contract,0.0,"yes, certificate in accordance",,2012.0,,1233.0,,2.0,1.0,,,20241106-0003434920-RES-1,,,,,,"Residential zone (residential, urban)",,,06/11/2034,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VBD47710,https://immovlan.be/en/detail/apartment/for-sale/1200/sint-lambrechts-woluwe/vbd47710,apartment,685000.0,3.0,sint-lambrechts-woluwe,126.0,0.0,2.0,1.0,Gas,Excellent,46.0,2.0,2.0,,0.0,,0.0,"yes, certificate in accordance",,2021.0,,1632.0,,2.0,1.0,,West,638535-6-N-1-2-6,,,,30.0,,,,,07/04/2032,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VBD47713,https://immovlan.be/en/detail/penthouse/for-sale/1140/evere/vbd47713,apartment,545000.0,3.0,evere,125.0,,1.0,1.0,Not specified,New,50.0,2.0,2.0,no flooding area,0.0,On contract,0.0,,,2025.0,,,,4.0,1.0,,,dee6-8de2-9664-731a,,,,63.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RBU63294,https://immovlan.be/en/detail/apartment/for-sale/9100/sint-niklaas/rbu63294,apartment,274500.0,3.0,sint-niklaas,118.0,0.0,2.0,1.0,Gas,Normal,129.0,2.0,3.0,no flooding area,0.0,On contract,0.0,"yes, certificate in accordance",,2004.0,,1226.0,,1.0,1.0,0.0,North-east,0003597810-RES-1,,,,,,"Residential zone (residential, urban)",,,11/05/2035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RBU64185,https://immovlan.be/en/detail/apartment/for-sale/9850/nevele/rbu64185,apartment,412700.0,2.0,nevele,83.0,,1.0,1.0,Hot air,New,,1.0,2.0,no flooding area,0.0,,,,1.0,2025.0,,,Double glass,0.0,,1.0,West,,,,,12.0,0.0,,,6 m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RBU64186,https://immovlan.be/en/detail/apartment/for-sale/9850/nevele/rbu64186,apartment,439000.0,3.0,nevele,83.0,,1.0,1.0,Hot air,New,,1.0,2.0,no flooding area,0.0,,,,1.0,2025.0,,,Double glass,1.0,1.0,1.0,West,,,,,12.0,0.0,,,8 m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RBU64187,https://immovlan.be/en/detail/apartment/for-sale/9850/nevele/rbu64187,apartment,389400.0,3.0,nevele,100.0,,1.0,1.0,Hot air,New,,1.0,2.0,no flooding area,0.0,,,,1.0,2025.0,,,Double glass,0.0,,1.0,West,,,,,11.0,0.0,,,8 m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RBU64188,https://immovlan.be/en/detail/apartment/for-sale/9850/nevele/rbu64188,apartment,401500.0,2.0,nevele,81.0,,1.0,1.0,Hot air,New,,1.0,2.0,no flooding area,0.0,,,,1.0,2025.0,,,Double glass,2.0,,1.0,West,,,,,33.0,0.0,,,14 m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RBU64189,https://immovlan.be/en/detail/apartment/for-sale/9850/nevele/rbu64189,apartment,424600.0,3.0,nevele,103.0,,1.0,1.0,Hot air,New,,1.0,2.0,no flooding area,0.0,,,,1.0,2025.0,,,Double glass,1.0,,1.0,West,,,,,12.0,0.0,,,6 m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VBD47765,https://immovlan.be/en/detail/apartment/for-sale/1070/anderlecht/vbd47765,apartment,420000.0,3.0,anderlecht,117.0,0.0,2.0,1.0,Gas,Normal,96.0,,,no flooding area,0.0,On contract,1.0,,1.0,2018.0,,1575.0,Double glass,7.0,,,,,,,1.0,18.0,1.0,,,,01/07/2029,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VBD47764,https://immovlan.be/en/detail/duplex/for-sale/1180/ukkel/vbd47764,apartment,399000.0,3.0,ukkel,118.0,0.0,3.0,0.0,Gas,Excellent,285.0,,2.0,no flooding area,0.0,On contract,1.0,,1.0,,,595.0,Double glass,2.0,,,,,,,1.0,,0.0,,,,11/11/2032,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VBD47767,https://immovlan.be/en/detail/duplex/for-sale/1190/vorst/vbd47767,apartment,795000.0,4.0,vorst,223.0,,4.0,1.0,Gas,New,107.0,,,no flooding area,0.0,On contract,,"yes, certificate in accordance",1.0,1965.0,,2770.0,Double glass,3.0,1.0,,,,,,1.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RBU64196,https://immovlan.be/en/detail/apartment/for-sale/1750/lennik/rbu64196,apartment,319000.0,2.0,lennik,68.0,0.0,1.0,1.0,Gas,New,,1.0,3.0,,0.0,Immediately,0.0,"yes, certificate in accordance",1.0,2023.0,,769.0,Double glass,2.0,,0.0,,,,,1.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VBD47770,https://immovlan.be/en/detail/apartment/for-sale/1080/sint-jans-molenbeek/vbd47770,apartment,269000.0,2.0,sint-jans-molenbeek,84.0,0.0,2.0,1.0,Gas,Excellent,127.0,1.0,2.0,no flooding area,0.0,On contract,,"No, certificate does not comply",1.0,2006.0,,,Double glass,2.0,1.0,,,,,,,14.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VBD47662,https://immovlan.be/en/detail/apartment/for-sale/6700/arlon/vbd47662,apartment,399000.0,2.0,arlon,92.0,0.0,2.0,1.0,,Excellent,211.0,2.0,3.0,no flooding area,0.0,Immediately,0.0,"yes, certificate in accordance",1.0,2004.0,,1275.0,Double glass,2.0,1.0,0.0,,,,,,8.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VBD47774,https://immovlan.be/en/detail/apartment/for-sale/1060/sint-gillis/vbd47774,apartment,490000.0,2.0,sint-gillis,102.0,0.0,1.0,1.0,Gas,Normal,135.0,1.0,2.0,no flooding area,0.0,,0.0,"yes, certificate in accordance",,2010.0,,1730.0,,5.0,1.0,,,,,,,27.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VBD47807,https://immovlan.be/en/detail/studio/for-sale/1060/sint-gillis/vbd47807,apartment,240000.0,0.0,sint-gillis,31.0,0.0,1.0,1.0,Gas,Normal,90.0,,,,,,,,,2025.0,,,Double glass,1.0,,,,,,,,3.0,0.0,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VBD47808,https://immovlan.be/en/detail/apartment/for-sale/6790/aubange/vbd47808,apartment,245000.0,2.0,aubange,78.0,0.0,1.0,1.0,Fuel oil,Normal,231.0,1.0,4.0,,0.0,,0.0,"yes, certificate in accordance",,,,,,2.0,1.0,,,20181119024354,,,,,,,,,19/11/2028,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RBU64200,https://immovlan.be/en/detail/apartment/for-sale/2900/schoten/rbu64200,apartment,599000.0,2.0,schoten,122.0,,1.0,0.0,,New,,1.0,2.0,no flooding area,0.0,On contract,0.0,"yes, certificate in accordance",,2023.0,,,,3.0,1.0,0.0,,,,,,32.0,,"Residential zone (residential, urban)",,8 m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VBD47817,https://immovlan.be/en/detail/apartment/for-sale/1180/ukkel/vbd47817,apartment,585000.0,2.0,ukkel,112.0,0.0,1.0,1.0,Fuel oil,Fully renovated,188.0,1.0,4.0,no flooding area,0.0,On contract,0.0,"No, certificate does not comply",1.0,1976.0,,,Double glass,6.0,1.0,0.0,South,,,,1.0,,1.0,,,,28/10/2035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VBD47820,https://immovlan.be/en/detail/apartment/for-sale/1060/sint-gillis/vbd47820,apartment,350000.0,1.0,sint-gillis,57.0,0.0,1.0,0.0,,Normal,318.0,1.0,2.0,no flooding area,0.0,On contract,1.0,"yes, certificate in accordance",1.0,1897.0,,,,0.0,,,,,,,1.0,,0.0,,,,15/04/2030,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VBD47818,https://immovlan.be/en/detail/apartment/for-sale/1180/ukkel/vbd47818,apartment,1050000.0,4.0,ukkel,240.0,0.0,2.0,1.0,Electricity,Excellent,,3.0,,no flooding area,1.0,On contract,,,,1970.0,,,,3.0,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VBD47823,https://immovlan.be/en/detail/duplex/for-sale/1050/elsene/vbd47823,apartment,305000.0,1.0,elsene,53.0,0.0,1.0,1.0,Gas,Fully renovated,221.0,1.0,2.0,no flooding area,1.0,,1.0,"yes, certificate in accordance",1.0,,,,,3.0,1.0,,North-east,,,,1.0,,1.0,,,,11/08/2035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VBD47825,https://immovlan.be/en/detail/apartment/for-sale/1060/sint-gillis/vbd47825,apartment,435000.0,1.0,sint-gillis,96.0,0.0,1.0,1.0,Gas,Normal,274.0,1.0,2.0,no flooding area,0.0,On contract,0.0,"yes, certificate in accordance",1.0,1929.0,,,Double glass,1.0,,0.0,West,,,,1.0,10.0,1.0,,,6 m,05/06/2028,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VWD15545,https://immovlan.be/en/detail/apartment/for-sale/1070/anderlecht/vwd15545,apartment,209000.0,2.0,anderlecht,74.0,0.0,1.0,,Gas,Normal,,,,,,,,,,1965.0,,,Double glass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VWD15546,https://immovlan.be/en/detail/apartment/for-sale/1070/anderlecht/vwd15546,apartment,209000.0,2.0,anderlecht,74.0,0.0,1.0,1.0,Gas,Normal,,,,,,,,,,1967.0,,,Double glass,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VBD47859,https://immovlan.be/en/detail/apartment/for-sale/1082/berchem-sainte-agathe/vbd47859,apartment,380000.0,3.0,berchem-sainte-agathe,114.0,,2.0,1.0,,,36.0,2.0,3.0,no flooding area,0.0,,0.0,"yes, certificate in accordance",1.0,2025.0,,,Double glass,1.0,1.0,,North,,,,1.0,8.0,1.0,,,20 m,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,a demarcated flooding area,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VBD47860,https://immovlan.be/en/detail/apartment/for-sale/1082/berchem-sainte-agathe/vbd47860,apartment,315000.0,2.0,berchem-sainte-agathe,97.0,,1.0,1.0,,New,36.0,2.0,3.0,no flooding area,0.0,,0.0,"yes, certificate in accordance",1.0,2025.0,,,Double glass,2.0,1.0,,North,,,,1.0,3.0,1.0,,,20 m,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,a demarcated flooding area,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VBD47861,https://immovlan.be/en/detail/ground-floor/for-sale/1082/berchem-sainte-agathe/vbd47861,apartment,334000.0,2.0,berchem-sainte-agathe,97.0,,1.0,1.0,,,36.0,2.0,3.0,no flooding area,0.0,On contract,0.0,"yes, certificate in accordance",1.0,2025.0,,,Double glass,1.0,1.0,,North,,,,1.0,,1.0,,,20 m,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,a demarcated flooding area,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VBD47864,https://immovlan.be/en/detail/apartment/for-sale/5590/ciney/vbd47864,apartment,185000.0,1.0,ciney,70.0,0.0,1.0,1.0,,,125.0,,,,,Negotiable,0.0,,,,,751.0,,,1.0,,,20230306018224,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RBU64220,https://immovlan.be/en/detail/duplex/for-sale/3550/heusden-zolder/rbu64220,apartment,365000.0,2.0,heusden-zolder,162.0,,1.0,,,New,,,3.0,,0.0,,,,,,,,,,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VBD47870,https://immovlan.be/en/detail/apartment/for-sale/1190/vorst/vbd47870,apartment,319000.0,1.0,vorst,60.0,0.0,1.0,0.0,,Fully renovated,,1.0,2.0,,0.0,On contract,0.0,,1.0,,,,Double glass,0.0,,,,,,,1.0,,1.0,,,7 m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RBU64221,https://immovlan.be/en/detail/apartment/for-sale/3550/heusden-zolder/rbu64221,apartment,332500.0,2.0,heusden-zolder,115.0,,1.0,1.0,Hot air,New,,1.0,2.0,,0.0,,,,,2024.0,,,Triple glass,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RBU64232,https://immovlan.be/en/detail/apartment/for-sale/2440/geel/rbu64232,apartment,259000.0,1.0,geel,71.0,0.0,1.0,1.0,Gas,Normal,19.0,,,no flooding area,0.0,,,,,2020.0,,,,,1.0,0.0,,13008-G-DBA_2017021640/EP12782/A001/D01/SD004,,,,,0.0,,,,17/05/2032,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VBD47896,https://immovlan.be/en/detail/apartment/for-sale/1050/elsene/vbd47896,apartment,690000.0,3.0,elsene,149.0,0.0,2.0,1.0,Gas,Excellent,257.0,,,,,Immediately,0.0,"yes, certificate in accordance",1.0,1962.0,,,Double glass,6.0,1.0,0.0,South,20241220-0000657355-02-1,,,,18.0,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,1.0,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VBD47900,https://immovlan.be/en/detail/apartment/for-sale/1180/ukkel/vbd47900,apartment,499000.0,3.0,ukkel,130.0,0.0,1.0,0.0,Gas,Normal,340.0,1.0,2.0,no flooding area,0.0,,0.0,"yes, certificate in accordance",,1920.0,,2333.0,,,,,North-east,20191124 - TEST,,,,20.0,,,,,09/07/2028,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VBD47901,https://immovlan.be/en/detail/apartment/for-sale/6700/arlon/vbd47901,apartment,259000.0,1.0,arlon,83.0,0.0,1.0,1.0,Gas,Excellent,139.0,2.0,2.0,no flooding area,0.0,On contract,0.0,"yes, certificate in accordance",1.0,2007.0,,,Double glass,3.0,1.0,,,,,,1.0,5.0,1.0,,,,10/03/2033,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VBD47912,https://immovlan.be/en/detail/apartment/for-sale/1040/etterbeek/vbd47912,apartment,399000.0,2.0,etterbeek,107.0,0.0,1.0,1.0,,To renovate,146.0,1.0,2.0,,0.0,On contract,,"No, certificate does not comply",1.0,1960.0,,,Double glass,8.0,,,,,,,1.0,9.0,1.0,,,27 m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VBD47910,https://immovlan.be/en/detail/apartment/for-sale/1050/elsene/vbd47910,apartment,1290000.0,4.0,elsene,243.0,0.0,1.0,1.0,Gas,New,66.0,3.0,2.0,no flooding area,0.0,,0.0,"yes, certificate in accordance",1.0,,,,,7.0,,,,,,,1.0,75.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VBD47913,https://immovlan.be/en/detail/apartment/for-sale/1081/koekelberg/vbd47913,apartment,260000.0,2.0,koekelberg,87.0,0.0,1.0,0.0,Gas,Excellent,306.0,1.0,2.0,no flooding area,,,1.0,"yes, certificate in accordance",1.0,1960.0,,852.0,Double glass,,1.0,,West,,,,1.0,20.0,0.0,,,7 m,04/04/2034,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VBD47939,https://immovlan.be/en/detail/studio/for-sale/7500/tournai/vbd47939,apartment,499000.0,,tournai,800.0,0.0,,0.0,Gas,Normal,,3.0,4.0,,0.0,,0.0,,,1966.0,,3782.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RBU64246,https://immovlan.be/en/detail/apartment/for-sale/8760/meulebeke/rbu64246,apartment,275000.0,2.0,meulebeke,129.0,,1.0,1.0,Gas,New,94.0,1.0,3.0,no flooding area,,On contract,,"yes, certificate in accordance",,2017.0,,,Double glass,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RBU64245,https://immovlan.be/en/detail/apartment/for-sale/8760/meulebeke/rbu64245,apartment,275000.0,2.0,meulebeke,129.0,0.0,1.0,1.0,Gas,Excellent,89.0,1.0,3.0,no flooding area,,On contract,,"yes, certificate in accordance",,2017.0,,,Double glass,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VBD47943,https://immovlan.be/en/detail/apartment/for-sale/5580/rochefort/vbd47943,apartment,185000.0,2.0,rochefort,109.0,0.0,1.0,0.0,Gas,,,1.0,3.0,,0.0,,0.0,"No, certificate does not comply",1.0,,,686.0,,2.0,1.0,,,20190228011915 LABEL: B,,,1.0,,,,,15 m,28/02/2029,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RBU64251,https://immovlan.be/en/detail/apartment/for-sale/9600/ronse/rbu64251,apartment,160000.0,2.0,ronse,100.0,0.0,1.0,1.0,,To be renovated,245.0,1.0,2.0,no flooding area,0.0,,1.0,"yes, certificate in accordance",1.0,1978.0,,,Double glass,0.0,,,,,,,1.0,,,,,,01/12/2032,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RBU41469,https://immovlan.be/en/detail/apartment/for-sale/8000/brugge/rbu41469,apartment,255000.0,2.0,brugge,70.0,0.0,1.0,1.0,Gas,Normal,189.0,1.0,3.0,,0.0,On contract,0.0,"yes, certificate in accordance",1.0,1997.0,,,Double glass,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RBU44067,https://immovlan.be/en/detail/studio/for-sale/8000/brugge/rbu44067,apartment,90000.0,1.0,brugge,19.0,0.0,1.0,1.0,Gas,Normal,162.0,1.0,2.0,no flooding area,0.0,,1.0,"yes, certificate in accordance",1.0,1850.0,,315.0,Double glass,,,0.0,,,,,1.0,,0.0,"Residential area of cultural, historical value",,,24/09/2035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RBT88244,https://immovlan.be/en/detail/apartment/for-sale/8000/brugge/rbt88244,apartment,,3.0,brugge,,0.0,2.0,1.0,,Excellent,105.0,3.0,2.0,no flooding area,,,0.0,"yes, certificate in accordance",1.0,,,,,1.0,1.0,,,20250419-0003581755-RES-1,,,1.0,,,"Residential area of cultural, historical value",,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RBT82922,https://immovlan.be/en/detail/apartment/for-sale/8000/brugge/rbt82922,apartment,378000.0,1.0,brugge,76.0,0.0,1.0,,,Excellent,,1.0,,no flooding area,,,0.0,"yes, certificate in accordance",1.0,,,,,0.0,1.0,,,,,,1.0,,,"Residential area of cultural, historical value",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RBS53170,https://immovlan.be/en/detail/apartment/for-sale/8310/assebroek/rbs53170,apartment,159000.0,1.0,assebroek,55.0,0.0,1.0,1.0,,New,162.0,1.0,,no flooding area,0.0,Immediately,0.0,,1.0,,,860.0,Simple glass,3.0,,0.0,,,,,1.0,,0.0,"Residential zone (residential, urban)",,,,,,,,,,,,,0.0,,0.0,,,,,,,,,0.0,,,0.0,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RBT00150,https://immovlan.be/en/detail/apartment/for-sale/8380/dudzele/rbt00150,apartment,295000.0,2.0,dudzele,69.0,0.0,,0.0,,,128.0,,,no flooding area,,From 01/04/2024,0.0,,,,,,,1.0,1.0,,,20240130-0003121497-RES-1,,,,,0.0,,,,,,,,,,,,,,0.0,,0.0,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RBT03258,https://immovlan.be/en/detail/apartment/for-sale/8200/sint-andries/rbt03258,apartment,386000.0,2.0,sint-andries,100.0,0.0,1.0,1.0,,New,,1.0,2.0,,,,0.0,"yes, certificate in accordance",1.0,2024.0,,,,2.0,,,,,,,,7.0,,"Residential zone (residential, urban)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RBS73551,https://immovlan.be/en/detail/studio/for-sale/8000/brugge/rbs73551,apartment,199500.0,1.0,brugge,60.0,0.0,1.0,,,Excellent,,,,no flooding area,,,0.0,"yes, certificate in accordance",1.0,2016.0,,,,0.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RBJ17355,https://immovlan.be/en/detail/apartment/for-sale/8000/brugge/rbj17355,apartment,205000.0,2.0,brugge,60.0,0.0,1.0,0.0,,,211.0,1.0,,no flooding area,,,,,,1960.0,,,,0.0,,0.0,,20230726-0002950436-RES-1,,,,,0.0,"Residential area of cultural, historical value",,,,,,,,,,,,,0.0,,0.0,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
