property_id,url,property_type,price,number_of_bedrooms,municipality_url,livable_surface,vat,number_of_bathrooms,elevator,type_of_heating,state_of_the_property,specific_primary_energy_consumption,number_of_toilets,number_of_facades,flooding_area_type,furnished,availability,currently_leased,certification_electrical_installation,running_water,build_year,total_land_surface,cadastral_income,type_of_glazing,floor_of_appartment,garage,preemption_right,orientation_of_the_front_facade,epc_peb_reference,attic,surface_of_living_room,gas,surface_terrace,access_for_disabled,urbanism_affectation,number_of_parking_places_outdoor_,frontage_width,validity_date_epc_peb,number_of_floors,surface_garden,kitchen_equipment,sewer_connection,surface_kitchen,kitchen_type,surface_bedroom_1,ground_depth,surface_bedroom_2,the_property_and_or_its_surroundings_are_protected_,swimming_pool,alarm,building_permission_granted,surface_bedroom_3,cellar,yearly_total_primary_energy_consumption,buildable_surface,terrain_width_at_the_roadside,number_of_garages,planning_permission_granted,balcony,postal_code,municipality,air_conditioning,g_score,p_score,surface_bedroom_4,water_sensitive_open_space_areas,certification_as_build_,garden_orientation,number_of_parking_spaces_indoor_,rain_water_tank,demarcated_flooding_area,co2_emission,number_of_showers,wash_room,entry_phone,surface_of_the_cellar_s_,fireplace,vat_applied_,certification_electrical_installation_validity,solar_panels,floor_heating,opportunity_for_professional,total_surface,adaptations_for_elderlies,level_e,level_k,garden,terrace,609af22983804603bea6649c89f568ac_pdf,3db7d3c8c5b0480fbe5874334949d458_pdf,61b91a4b75064bec8e90edc245196cae_pdf,0aa4be20656b4c69943fca725b87c92c_jpg,4316af2f60b841a6be640faa59e71f6e_jpg,certification_gasoil_tank,327d87d3989f41d8aa4d1a93f8e28b96_pdf,bf93099045124c7aac67041293f89dd4_pdf,b9ccbcc6a522446085f7b2eb40d1acbe_pdf,55900e2f20d8400d84006a1e784eb1ea_png,aba_44025b030100m000_20250510243_pdf,vgi_uittreksel_2025_06_10_10_35_07z_pdf,vip_00529271_pdf,sbestattest_oude_heirbaan_125_9800_deinze_pdf,certificaat_20201112_0002338682_res_1_pdf
VBD47434,https://immovlan.be/en/detail/apartment/for-sale/4100/boncelles/vbd47434,apartment,229000.0,2.0,boncelles,79.0,0.0,1.0,1.0,Electricity,Normal,190.0,1.0,3.0,no flooding area,0.0,,1.0,"yes, certificate in accordance",1.0,2000.0,,1127.0,Double glass,0.0,1.0,0.0,South,,,,,4.0,0.0,,,,01/10/2035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VBD47435,https://immovlan.be/en/detail/apartment/for-sale/1050/elsene/vbd47435,apartment,1300000.0,3.0,elsene,300.0,0.0,3.0,1.0,Electricity,To renovate,249.0,3.0,2.0,no flooding area,0.0,On contract,,,1.0,1967.0,,,,4.0,1.0,,,,,,1.0,,1.0,,,,12/01/2026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VBD47438,https://immovlan.be/en/detail/penthouse/for-sale/4500/huy/vbd47438,apartment,50000.0,2.0,huy,125.0,0.0,1.0,1.0,Gas,Excellent,131.0,1.0,2.0,,,,0.0,"yes, certificate in accordance",1.0,2003.0,,,Double glass,4.0,1.0,0.0,South,,,,1.0,39.0,1.0,,,,08/07/2032,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VBD47439,https://immovlan.be/en/detail/apartment/for-sale/4500/huy/vbd47439,apartment,225000.0,1.0,huy,74.0,0.0,1.0,1.0,Gas,Normal,97.0,1.0,2.0,,0.0,On contract,0.0,"yes, certificate in accordance",1.0,2008.0,,644.0,Double glass,3.0,1.0,0.0,,,,,1.0,12.0,1.0,,,,05/10/2035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VBD47440,https://immovlan.be/en/detail/apartment/for-sale/8840/staden/vbd47440,apartment,275000.0,2.0,staden,103.0,,1.0,1.0,Gas,New,63.0,1.0,,,,,,"yes, certificate in accordance",,2024.0,,,,1.0,1.0,,,,,,,8.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RBU62631,https://immovlan.be/en/detail/apartment/for-sale/9920/lievegem/rbu62631,apartment,299000.0,2.0,lievegem,106.0,0.0,1.0,1.0,Gas,Normal,177.0,2.0,2.0,,,,,,,1997.0,,,Double glass,,1.0,0.0,,,,,1.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RBU62630,https://immovlan.be/en/detail/penthouse/for-sale/9968/bassevelde/rbu62630,apartment,398000.0,4.0,bassevelde,150.0,0.0,,1.0,Gas,,,,,no flooding area,,,0.0,,,2024.0,,,,2.0,,0.0,,,,,,29.0,0.0,"Residential zone (residential, urban)",,,,,,,,,,,,,0.0,,0.0,,,,,,,,,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VBD47445,https://immovlan.be/en/detail/apartment/for-sale/4800/ensival/vbd47445,apartment,225000.0,1.0,ensival,130.0,0.0,1.0,,Gas,,105.0,,2.0,,,,0.0,,,,,,,2.0,1.0,,East,20250619011444,,,,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VBD47446,https://immovlan.be/en/detail/apartment/for-sale/4610/queue-du-bois/vbd47446,apartment,220000.0,3.0,queue-du-bois,126.0,0.0,1.0,,Electricity,,416.0,,2.0,,,,0.0,,,,,,,,1.0,,,20251023017965,,,,23.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VBD47449,https://immovlan.be/en/detail/apartment/for-sale/5590/ciney/vbd47449,apartment,140000.0,1.0,ciney,56.0,0.0,1.0,1.0,Electricity,,,1.0,3.0,,0.0,,0.0,,1.0,,,604.0,,6.0,,,,20251031005528,,,,,,,,,28/02/2035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VBD47450,https://immovlan.be/en/detail/apartment/for-sale/5020/malonne/vbd47450,apartment,239000.0,2.0,malonne,101.0,0.0,1.0,0.0,Gas,Fully renovated,293.0,1.0,3.0,,0.0,,0.0,"yes, certificate in accordance",1.0,1850.0,,,,,,,West,20251020021797,,,1.0,40.0,,,,,29/10/2035,,,,,,,,34 m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VBD47451,https://immovlan.be/en/detail/apartment/for-sale/5020/malonne/vbd47451,apartment,189000.0,2.0,malonne,95.0,0.0,2.0,0.0,Gas,Fully renovated,87.0,2.0,3.0,,0.0,,0.0,"yes, certificate in accordance",1.0,1850.0,,,,1.0,,,West,20251020019542,,,1.0,,,,,,29/10/2035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VBD47454,https://immovlan.be/en/detail/apartment/for-sale/1050/elsene/vbd47454,apartment,395000.0,2.0,elsene,80.0,0.0,1.0,0.0,Gas,Excellent,275.0,1.0,3.0,no flooding area,0.0,On contract,0.0,"No, certificate does not comply",,1909.0,,425.0,Double glass,4.0,,,,,,,1.0,,0.0,,,,14/05/2035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VBD47459,https://immovlan.be/en/detail/apartment/for-sale/1150/sint-pieters-woluwe/vbd47459,apartment,330000.0,2.0,sint-pieters-woluwe,77.0,0.0,1.0,1.0,Gas,Normal,433.0,1.0,2.0,no flooding area,0.0,,1.0,"No, certificate does not comply",1.0,1964.0,,1299.0,Double glass,4.0,,,East,,,,1.0,12.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VBD47460,https://immovlan.be/en/detail/apartment/for-sale/1170/watermaal-bosvoorde/vbd47460,apartment,450000.0,2.0,watermaal-bosvoorde,90.0,0.0,1.0,1.0,Gas,Excellent,64.0,1.0,2.0,,0.0,On contract,,"yes, certificate in accordance",1.0,1966.0,,1251.0,Double glass,1.0,,,East,,,,,12.0,0.0,,,,26/09/2035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VBD47462,https://immovlan.be/en/detail/apartment/for-sale/1040/etterbeek/vbd47462,apartment,498500.0,1.0,etterbeek,79.0,,,0.0,Gas,New,101.0,1.0,2.0,no flooding area,,On contract,0.0,"yes, certificate in accordance",1.0,,,,Double glass,1.0,,,,,,,1.0,4.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VBD47461,https://immovlan.be/en/detail/apartment/for-sale/1040/etterbeek/vbd47461,apartment,495000.0,2.0,etterbeek,88.0,0.0,1.0,1.0,Gas,Excellent,62.0,2.0,2.0,no flooding area,1.0,,1.0,"yes, certificate in accordance",1.0,2014.0,,,Double glass,2.0,1.0,0.0,East,,,,1.0,12.0,1.0,,,,25/11/2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VBD47464,https://immovlan.be/en/detail/penthouse/for-sale/1200/sint-lambrechts-woluwe/vbd47464,apartment,430000.0,2.0,sint-lambrechts-woluwe,115.0,0.0,1.0,1.0,Gas,Normal,177.0,2.0,2.0,,0.0,On contract,0.0,"yes, certificate in accordance",1.0,2005.0,,1985.0,Double glass,4.0,1.0,,South,,,,1.0,14.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VBD47466,https://immovlan.be/en/detail/apartment/for-sale/8840/staden/vbd47466,apartment,260000.0,2.0,staden,83.0,,1.0,1.0,Gas,New,60.0,1.0,,,,,,"yes, certificate in accordance",,2024.0,,,,1.0,,,,,,,,10.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VBD47465,https://immovlan.be/en/detail/apartment/for-sale/8840/staden/vbd47465,apartment,260000.0,2.0,staden,83.0,,1.0,1.0,Gas,New,60.0,1.0,,,,,,"yes, certificate in accordance",,2024.0,,,,1.0,,,,,,,,10.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VBD47469,https://immovlan.be/en/detail/studio/for-sale/1060/sint-gillis/vbd47469,apartment,210000.0,,sint-gillis,40.0,0.0,1.0,1.0,,Normal,325.0,1.0,,,0.0,On contract,0.0,"yes, certificate in accordance",1.0,1951.0,,709.0,,,,,East,20190201-0000543148-01-1,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VBD47477,https://immovlan.be/en/detail/apartment/for-sale/5590/ciney/vbd47477,apartment,139000.0,1.0,ciney,38.0,0.0,,1.0,Electricity,To be renovated,,1.0,3.0,,0.0,,0.0,"No, certificate does not comply",1.0,1979.0,,637.0,,4.0,,,South-west,20250918021624,,,,9.0,,,,,18/09/2035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VBD47479,https://immovlan.be/en/detail/apartment/for-sale/5020/malonne/vbd47479,apartment,195000.0,2.0,malonne,96.0,0.0,1.0,0.0,Gas,Fully renovated,95.0,1.0,3.0,,0.0,,0.0,"yes, certificate in accordance",1.0,1850.0,,,,2.0,,,West,20251020020101,,,1.0,,,,,,29/10/2035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RBU62675,https://immovlan.be/en/detail/apartment/for-sale/9500/geraardsbergen/rbu62675,apartment,279000.0,2.0,geraardsbergen,127.0,0.0,1.0,1.0,Not specified,Normal,100.0,1.0,2.0,no flooding area,0.0,On contract,0.0,"yes, certificate in accordance",1.0,1925.0,,804.0,,1.0,,,South,41018-G-OMV_2020022910/EP13622/A001/D01/SD002,,,1.0,,,,,,01/01/2033,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RBU62676,https://immovlan.be/en/detail/apartment/for-sale/9230/wetteren/rbu62676,apartment,179000.0,2.0,wetteren,73.0,0.0,1.0,1.0,Gas,Normal,138.0,1.0,2.0,no flooding area,0.0,,0.0,,1.0,2008.0,,720.0,,3.0,,,South,20210227-0002379708-RES-1,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RBU62680,https://immovlan.be/en/detail/apartment/for-sale/9500/geraardsbergen/rbu62680,apartment,215000.0,3.0,geraardsbergen,98.0,0.0,1.0,0.0,Gas,Normal,116.0,1.0,4.0,,0.0,,0.0,,1.0,2015.0,,773.0,,,,,South-west,20190218-0002133506-RES-1,,,1.0,,,"Residential zone (residential, urban)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RBU62685,https://immovlan.be/en/detail/apartment/for-sale/9620/zottegem/rbu62685,apartment,319000.0,2.0,zottegem,170.0,0.0,1.0,1.0,Electricity,Normal,300.0,2.0,3.0,,0.0,On contract,0.0,"yes, certificate in accordance",1.0,2004.0,,1280.0,,3.0,1.0,,South-east,20250922-0003421546-RES-2,,,,,,"Residential zone (residential, urban)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RBU62693,https://immovlan.be/en/detail/apartment/for-sale/9470/denderleeuw/rbu62693,apartment,185000.0,1.0,denderleeuw,55.0,0.0,,0.0,Electricity,Normal,350.0,1.0,,,0.0,,0.0,,1.0,1992.0,,591.0,,3.0,1.0,,,20220802-0002649506-RES-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RBU62700,https://immovlan.be/en/detail/apartment/for-sale/9750/kruisem/rbu62700,apartment,245000.0,2.0,kruisem,82.0,0.0,1.0,1.0,Gas,Normal,75.0,1.0,2.0,no flooding area,0.0,,0.0,,,2018.0,,705.0,,1.0,,,North,45057-G-2015/0043/EP09097/A001/D04/SD003,,,,,,,,,31/10/2029,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RBU62704,https://immovlan.be/en/detail/apartment/for-sale/9450/haaltert/rbu62704,apartment,240000.0,2.0,haaltert,95.0,0.0,1.0,0.0,Gas,Normal,175.0,1.0,3.0,,0.0,,0.0,"yes, certificate in accordance",,2005.0,,896.0,,4.0,1.0,0.0,South-east,20240307-0003168453-RES-1,,,,4.0,,"Residential zone (residential, urban)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RBU62710,https://immovlan.be/en/detail/apartment/for-sale/2400/mol/rbu62710,apartment,200000.0,3.0,mol,121.0,0.0,1.0,0.0,Gas,Normal,189.0,1.0,3.0,no flooding area,0.0,Immediately,0.0,"yes, certificate in accordance",1.0,1997.0,,785.0,,1.0,,0.0,,20191011-0002205525-RES-1,,,1.0,20.0,,"Residential zone (residential, urban)",,,11/10/2029,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RBU62716,https://immovlan.be/en/detail/apartment/for-sale/3000/leuven/rbu62716,apartment,130000.0,1.0,leuven,18.0,0.0,1.0,1.0,,,98.0,,,,1.0,,0.0,,1.0,2015.0,,,,5.0,,,,,,,1.0,,,"Residential zone (residential, urban)",,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RBU62714,https://immovlan.be/en/detail/apartment/for-sale/9100/nieuwkerken-waas/rbu62714,apartment,265000.0,2.0,nieuwkerken-waas,110.0,0.0,1.0,0.0,Gas,Excellent,199.0,1.0,3.0,no flooding area,0.0,On contract,0.0,"yes, certificate in accordance",,1976.0,,842.0,,1.0,,0.0,North,0003614056-RES-4,,,,,,"Residential zone (residential, urban)",,,05/06/2035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RBU62732,https://immovlan.be/en/detail/apartment/for-sale/2580/beerzel/rbu62732,apartment,265000.0,2.0,beerzel,100.0,0.0,1.0,1.0,Gas,,116.0,1.0,3.0,no flooding area,,,0.0,"yes, certificate in accordance",1.0,2006.0,,974.0,Double glass,1.0,,,,20251015-0003710655-RES-2,,,1.0,,,"Residential zone (residential, urban)",,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RBU62755,https://immovlan.be/en/detail/apartment/for-sale/2320/hoogstraten/rbu62755,apartment,390000.0,2.0,hoogstraten,87.0,0.0,1.0,1.0,Gas,Normal,100.0,1.0,,no flooding area,0.0,On contract,0.0,"yes, certificate in accordance",1.0,2015.0,,,,2.0,1.0,0.0,West,,,,1.0,,,Extended area of residence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RBU62982,https://immovlan.be/en/detail/duplex/for-sale/3530/houthalen-helchteren/rbu62982,apartment,299000.0,,houthalen-helchteren,194.0,0.0,,,Gas,Normal,126.0,,3.0,,,Immediately,0.0,"No, certificate does not comply",1.0,1976.0,,,Double glass,1.0,1.0,0.0,,0003188682-RES-1,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,1.0,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RBU62984,https://immovlan.be/en/detail/apartment/for-sale/8420/de-haan/rbu62984,apartment,1840000.0,3.0,de-haan,172.0,0.0,2.0,1.0,Gas,Excellent,147.0,2.0,,no flooding area,1.0,,0.0,"yes, certificate in accordance",1.0,1986.0,,1569.0,Double glass,4.0,1.0,,,20210425-0002405120-RES-1,,,1.0,,,"Residential area of cultural, historical value",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RBU62776,https://immovlan.be/en/detail/apartment/for-sale/2290/vorselaar/rbu62776,apartment,245000.0,2.0,vorselaar,65.0,0.0,1.0,1.0,Gas,Normal,192.0,1.0,2.0,no flooding area,0.0,Immediately,0.0,"yes, certificate in accordance",1.0,2010.0,,,,2.0,1.0,0.0,South,20250417-0003579892-RES-1,,,1.0,,,"Residential zone (residential, urban)",,,17/04/2035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RBU62986,https://immovlan.be/en/detail/apartment/for-sale/8670/sint-idesbald/rbu62986,apartment,645000.0,3.0,sint-idesbald,208.0,0.0,2.0,1.0,Electricity,,236.0,2.0,2.0,no flooding area,,,0.0,"yes, certificate in accordance",1.0,2010.0,,1570.0,Double glass,4.0,1.0,,,,,,,,,"Residential zone (residential, urban)",,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RBU62997,https://immovlan.be/en/detail/ground-floor/for-sale/8000/brugge/rbu62997,apartment,130000.0,1.0,brugge,37.0,0.0,,0.0,Gas,,,,,no flooding area,,,0.0,,,1953.0,,,,,1.0,,,,,,,,0.0,,,,,,,,,,,,,,0.0,,0.0,,,,,,,,,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RBU62990,https://immovlan.be/en/detail/penthouse/for-sale/2220/heist-op-den-berg/rbu62990,apartment,314000.0,2.0,heist-op-den-berg,93.0,0.0,,1.0,,,,,,no flooding area,,,0.0,,1.0,2025.0,,,Double glass,1.0,1.0,,,,,,,12.0,,"Residential zone (residential, urban)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RBU62991,https://immovlan.be/en/detail/penthouse/for-sale/2223/schriek/rbu62991,apartment,314000.0,2.0,schriek,93.0,0.0,,1.0,,,,,,no flooding area,,,0.0,,1.0,2025.0,,,Double glass,1.0,1.0,,,,,,,12.0,,"Residential zone (residential, urban)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RBU62999,https://immovlan.be/en/detail/apartment/for-sale/8580/avelgem/rbu62999,apartment,199000.0,1.0,avelgem,77.0,0.0,1.0,1.0,Gas,,93.0,,,no flooding area,,On contract,0.0,,,2013.0,,,Double glass,,1.0,0.0,,20240616-0003281900-RES-1,,,,,0.0,,,,,,,,,,,,,,0.0,,0.0,,,,,,,,,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VBD47509,https://immovlan.be/en/detail/apartment/for-sale/1190/vorst/vbd47509,apartment,220000.0,2.0,vorst,94.0,0.0,1.0,1.0,Gas,To be renovated,102.0,1.0,2.0,,0.0,On contract,0.0,"No, certificate does not comply",1.0,1972.0,,1308.0,,10.0,1.0,0.0,East,20231213-0000665048-01-1,,,1.0,17.0,,,,,13/12/2033,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VBD47511,https://immovlan.be/en/detail/apartment/for-sale/1180/ukkel/vbd47511,apartment,495000.0,2.0,ukkel,140.0,0.0,2.0,1.0,Gas,Fully renovated,100.0,,,,,,,,,1977.0,,2806.0,Double glass,4.0,1.0,,,,,,,4.0,0.0,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VBD47583,https://immovlan.be/en/detail/apartment/for-sale/1080/sint-jans-molenbeek/vbd47583,apartment,273000.0,2.0,sint-jans-molenbeek,108.0,0.0,1.0,0.0,,Excellent,166.0,1.0,2.0,no flooding area,0.0,On contract,0.0,"yes, certificate in accordance",1.0,1970.0,,,,2.0,,,,,,,1.0,10.0,0.0,,,9 m,20/01/2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VBD47584,https://immovlan.be/en/detail/penthouse/for-sale/1082/berchem-sainte-agathe/vbd47584,apartment,418000.0,3.0,berchem-sainte-agathe,121.0,,2.0,1.0,,New,36.0,2.0,3.0,no flooding area,0.0,,0.0,"yes, certificate in accordance",1.0,2025.0,,,Double glass,3.0,1.0,,North,,,,1.0,13.0,1.0,,,20 m,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,a demarcated flooding area,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VBD47585,https://immovlan.be/en/detail/apartment/for-sale/1080/sint-jans-molenbeek/vbd47585,apartment,299000.0,4.0,sint-jans-molenbeek,167.0,0.0,1.0,1.0,Gas,Excellent,198.0,2.0,3.0,no flooding area,0.0,On contract,0.0,"yes, certificate in accordance",1.0,1965.0,,1841.0,,8.0,1.0,0.0,North,,,,1.0,,1.0,,,,13/09/2028,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VBD47591,https://immovlan.be/en/detail/apartment/for-sale/1180/ukkel/vbd47591,apartment,195000.0,1.0,ukkel,48.0,0.0,1.0,1.0,,,246.0,1.0,,,0.0,On contract,,,,,,842.0,Double glass,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RBU63098,https://immovlan.be/en/detail/apartment/for-sale/1030/schaarbeek/rbu63098,apartment,275000.0,1.0,schaarbeek,63.0,0.0,1.0,1.0,Gas,Excellent,102.0,1.0,2.0,no flooding area,,On contract,0.0,"yes, certificate in accordance",1.0,2011.0,,1045.0,Double glass,1.0,1.0,0.0,North-east,,,,1.0,5.0,,,,,24/08/2035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VBD47628,https://immovlan.be/en/detail/apartment/for-sale/1320/hamme-mille/vbd47628,apartment,229000.0,2.0,hamme-mille,123.0,0.0,1.0,,Gas,,221.0,,2.0,,,,0.0,,,,,,,1.0,,,,20240215013787,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RBU63099,https://immovlan.be/en/detail/apartment/for-sale/2440/geel/rbu63099,apartment,179000.0,2.0,geel,82.0,0.0,1.0,1.0,Fuel oil,,,1.0,,no flooding area,,On contract,0.0,,,1962.0,,,,1.0,1.0,0.0,,,,,,,0.0,,,,,,,,,,,,,,0.0,,0.0,,,,,,,,,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RBU63103,https://immovlan.be/en/detail/apartment/for-sale/2400/mol/rbu63103,apartment,359000.0,2.0,mol,118.0,0.0,1.0,1.0,Gas,,0.0,1.0,,no flooding area,,On contract,0.0,,,2008.0,,,Double glass,3.0,1.0,0.0,,20250617-0003618467-RES-2,,,,56.0,0.0,"Residential zone (residential, urban)",,,,,,,,,,,,,0.0,,0.0,,,,,,,,,0.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VBD47639,https://immovlan.be/en/detail/apartment/for-sale/1050/elsene/vbd47639,apartment,675000.0,2.0,elsene,181.0,0.0,2.0,,Gas,,190.0,,2.0,,,,0.0,,,,,,,1.0,1.0,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VBD47640,https://immovlan.be/en/detail/apartment/for-sale/1140/evere/vbd47640,apartment,370000.0,2.0,evere,90.0,0.0,1.0,1.0,,Normal,112.0,1.0,3.0,,0.0,,,"yes, certificate in accordance",1.0,2008.0,,,Double glass,3.0,,,South-east,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VBD47645,https://immovlan.be/en/detail/apartment/for-sale/1140/evere/vbd47645,apartment,267000.0,2.0,evere,73.0,0.0,1.0,1.0,Gas,Fully renovated,120.0,1.0,2.0,no flooding area,0.0,Immediately,0.0,"yes, certificate in accordance",1.0,,,,,4.0,1.0,,North-east,,,,1.0,,1.0,,,8 m,13/12/2034,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
